Attendance_ID,Student_ID,Date,Morning_Session_Status,Evening_Lab_Status,Snacks_Consumed
2234,STU1554,2026-04-07,Present,Present,Yes
2235,STU1555,2026-04-07,Present,Absent,No
2236,STU1556,2026-04-07,Present,Present,Yes
2237,STU1557,2026-04-07,Present,Present,Yes
2238,STU1558,2026-04-07,Present,Present,Yes
2239,STU1559,2026-04-07,Present,Present,Yes
2240,STU1560,2026-04-07,Present,Absent,No
2241,STU1561,2026-04-07,Present,Present,Yes
2242,STU1562,2026-04-07,Present,Present,Yes
2243,STU1563,2026-04-07,Present,Present,Yes
2244,STU1564,2026-04-07,Present,Present,Yes
2245,STU1565,2026-04-07,Present,Present,Yes
2246,STU1566,2026-04-07,Present,Present,Yes
2247,STU1567,2026-04-07,Present,Present,Yes
2248,STU1568,2026-04-07,Present,Present,Yes
2249,STU1569,2026-04-07,Present,Present,Yes
2250,STU1570,2026-04-07,Present,Present,Yes
2251,STU1571,2026-04-07,Present,Present,Yes
2252,STU1572,2026-04-07,Present,Present,Yes
2253,STU1573,2026-04-07,Present,Present,Yes
2254,STU1574,2026-04-07,Late,Absent,No
2255,STU1575,2026-04-07,Present,Present,Yes
2256,STU1576,2026-04-07,Present,Present,Yes
2257,STU1577,2026-04-07,Present,Present,Yes
2258,STU1578,2026-04-07,Present,Present,Yes
2259,STU1579,2026-04-07,Absent,Absent,No
2260,STU1580,2026-04-07,Present,Present,Yes
2261,STU1581,2026-04-07,Present,Present,Yes
2262,STU1582,2026-04-07,Present,Present,Yes
2263,STU1583,2026-04-07,Present,Present,Yes
2264,STU1584,2026-04-07,Present,Present,Yes
2265,STU1585,2026-04-07,Present,Present,Yes
2266,STU1586,2026-04-07,Present,Present,Yes
2267,STU1587,2026-04-07,Present,Present,Yes
2268,STU1588,2026-04-07,Present,Present,Yes
2269,STU1589,2026-04-07,Present,Present,Yes
2270,STU1590,2026-04-07,Present,Present,Yes
2271,STU1591,2026-04-07,Present,Present,Yes
2272,STU1592,2026-04-07,Present,Present,Yes
2273,STU1593,2026-04-07,Present,Present,Yes
2274,STU1594,2026-04-07,Present,Present,Yes
2275,STU1595,2026-04-07,Present,Absent,No
2276,STU1596,2026-04-07,Present,Present,Yes
2277,STU1597,2026-04-07,Present,Present,Yes
2278,STU1598,2026-04-07,Absent,Absent,No
2279,STU1599,2026-04-07,Present,Present,Yes
2280,STU1600,2026-04-07,Present,Present,Yes
2281,STU1601,2026-04-07,Present,Present,Yes
2282,STU1602,2026-04-07,Present,Present,Yes
2283,STU1603,2026-04-07,Present,Present,Yes
2284,STU1604,2026-04-07,Present,Present,Yes
2285,STU1605,2026-04-07,Present,Present,Yes
2286,STU1606,2026-04-07,Present,Present,Yes
2287,STU1607,2026-04-07,Present,Present,Yes
2288,STU1608,2026-04-07,Present,Present,Yes
2289,STU1609,2026-04-07,Absent,Absent,No
2290,STU1610,2026-04-07,Late,Absent,No
2291,STU1611,2026-04-07,Present,Present,Yes
2292,STU1612,2026-04-07,Present,Present,Yes
2293,STU1613,2026-04-07,Present,Present,Yes
2294,STU1614,2026-04-07,Present,Present,Yes
2295,STU1615,2026-04-07,Present,Present,Yes
2296,STU1616,2026-04-07,Present,Present,Yes
2297,STU1617,2026-04-07,Present,Present,Yes
2298,STU1618,2026-04-07,Present,Present,Yes
2299,STU1619,2026-04-07,Present,Present,Yes
2300,STU1620,2026-04-07,Present,Present,Yes
2301,STU1621,2026-04-07,Present,Present,Yes
2302,STU1622,2026-04-07,Present,Present,Yes
2303,STU1623,2026-04-07,Late,Absent,No
2304,STU1624,2026-04-07,Present,Present,Yes
2305,STU1625,2026-04-07,Present,Present,Yes
2306,STU1626,2026-04-07,Present,Present,Yes
2307,STU1627,2026-04-07,Present,Present,Yes
2308,STU1628,2026-04-07,Present,Present,Yes
2309,STU1629,2026-04-07,Present,Present,Yes
2310,STU1630,2026-04-07,Present,Present,Yes
2311,STU1631,2026-04-07,Present,Present,Yes
2312,STU1632,2026-04-07,Late,Absent,No
2313,STU1633,2026-04-07,Present,Present,Yes
2314,STU1634,2026-04-07,Present,Present,Yes
2315,STU1635,2026-04-07,Present,Present,Yes
2316,STU1636,2026-04-07,Present,Present,Yes
2317,STU1637,2026-04-07,Present,Present,Yes
2318,STU1638,2026-04-07,Present,Present,Yes
2319,STU1639,2026-04-07,Absent,Absent,No
2320,STU1640,2026-04-07,Present,Absent,No
2321,STU1641,2026-04-07,Present,Present,Yes
2322,STU1642,2026-04-07,Present,Present,Yes
2323,STU1643,2026-04-07,Present,Present,Yes
2324,STU1644,2026-04-07,Present,Present,Yes
2325,STU1645,2026-04-07,Present,Present,Yes
2326,STU1646,2026-04-07,Present,Present,Yes
2327,STU1647,2026-04-07,Present,Present,Yes
2328,STU1648,2026-04-07,Present,Present,Yes
2329,STU1649,2026-04-07,Present,Present,Yes
2330,STU1650,2026-04-07,Present,Present,Yes
2331,STU1651,2026-04-07,Present,Present,Yes
2332,STU1652,2026-04-07,Present,Present,Yes
2333,STU1653,2026-04-07,Present,Present,Yes
2334,STU1654,2026-04-07,Present,Present,Yes
2335,STU1655,2026-04-07,Present,Present,Yes
2336,STU1656,2026-04-07,Present,Present,Yes
2337,STU1657,2026-04-07,Present,Present,Yes
2338,STU1658,2026-04-07,Present,Present,Yes
2339,STU1659,2026-04-07,Present,Present,Yes
2340,STU1660,2026-04-07,Present,Present,Yes
2341,STU1661,2026-04-07,Present,Present,Yes
2342,STU1662,2026-04-07,Present,Present,Yes
2343,STU1663,2026-04-07,Present,Present,Yes
2344,STU1664,2026-04-07,Present,Present,Yes
2345,STU1665,2026-04-07,Present,Absent,No
2346,STU1666,2026-04-07,Late,Absent,No
2347,STU1667,2026-04-07,Present,Present,Yes
2348,STU1668,2026-04-07,Present,Present,Yes
2349,STU1669,2026-04-07,Present,Present,Yes
2350,STU1670,2026-04-07,Absent,Absent,No
2351,STU1671,2026-04-07,Present,Present,Yes
2352,STU1672,2026-04-07,Present,Present,Yes
2353,STU1673,2026-04-07,Present,Present,Yes
2354,STU1674,2026-04-07,Present,Present,Yes
2355,STU1675,2026-04-07,Present,Present,Yes
2356,STU1676,2026-04-07,Present,Present,Yes
2357,STU1677,2026-04-07,Present,Present,Yes
2358,STU1678,2026-04-07,Present,Present,Yes
2359,STU1679,2026-04-07,Present,Present,Yes
2360,STU1680,2026-04-07,Present,Present,Yes
2361,STU1681,2026-04-07,Present,Present,Yes
2362,STU1682,2026-04-07,Present,Present,Yes
2363,STU1683,2026-04-07,Present,Present,Yes
2364,STU1684,2026-04-07,Late,Absent,No
2365,STU1685,2026-04-07,Present,Present,Yes
2366,STU1686,2026-04-07,Present,Present,Yes
2367,STU1687,2026-04-07,Present,Present,Yes
2368,STU1688,2026-04-07,Present,Present,Yes
2369,STU1689,2026-04-07,Present,Present,Yes
2370,STU1690,2026-04-07,Present,Present,Yes
2371,STU1691,2026-04-07,Present,Present,Yes
2372,STU1692,2026-04-07,Present,Present,Yes
2373,STU1693,2026-04-07,Present,Present,Yes
2374,STU1694,2026-04-07,Late,Absent,No
2375,STU1695,2026-04-07,Present,Absent,No
2376,STU1696,2026-04-07,Present,Absent,No
2377,STU1697,2026-04-07,Present,Present,Yes
2378,STU1698,2026-04-07,Present,Present,Yes
2379,STU1699,2026-04-07,Present,Present,Yes
2380,STU1700,2026-04-07,Present,Present,Yes
2381,STU1701,2026-04-07,Present,Present,Yes
2382,STU1702,2026-04-07,Present,Present,Yes
2383,STU1703,2026-04-07,Present,Present,Yes
2384,STU1704,2026-04-07,Present,Present,Yes
2385,STU1705,2026-04-07,Late,Absent,No
2386,STU1706,2026-04-07,Late,Absent,No
2387,STU1707,2026-04-07,Present,Present,Yes
2388,STU1708,2026-04-07,Present,Present,Yes
2389,STU1709,2026-04-07,Present,Present,Yes
2390,STU1710,2026-04-07,Present,Present,Yes
2391,STU1711,2026-04-07,Present,Present,Yes
2392,STU1712,2026-04-07,Present,Absent,No
2393,STU1713,2026-04-07,Present,Present,Yes
2394,STU1714,2026-04-07,Present,Present,Yes
2395,STU1715,2026-04-07,Present,Present,Yes
2396,STU1716,2026-04-07,Present,Present,Yes
2397,STU1717,2026-04-07,Present,Present,Yes
2398,STU1718,2026-04-07,Present,Present,Yes
2399,STU1719,2026-04-07,Present,Present,Yes
2400,STU1720,2026-04-07,Present,Present,Yes
2401,STU1721,2026-04-07,Present,Present,Yes
2402,STU1722,2026-04-07,Present,Present,Yes
2403,STU1723,2026-04-07,Present,Present,Yes
2404,STU1724,2026-04-07,Present,Present,Yes
2405,STU1725,2026-04-07,Present,Present,Yes
2406,STU1726,2026-04-07,Present,Present,Yes
2407,STU1727,2026-04-07,Present,Present,Yes
2408,STU1728,2026-04-07,Present,Present,Yes
2409,STU1729,2026-04-07,Present,Present,Yes
2410,STU1730,2026-04-07,Present,Present,Yes
2411,STU1731,2026-04-07,Present,Present,Yes
2412,STU1732,2026-04-07,Present,Present,Yes
2413,STU1733,2026-04-07,Present,Present,Yes
2414,STU1734,2026-04-07,Present,Present,Yes
2415,STU1735,2026-04-07,Present,Present,Yes
2416,STU1736,2026-04-07,Present,Present,Yes
2417,STU1737,2026-04-07,Present,Present,Yes
2418,STU1738,2026-04-07,Present,Present,Yes
2419,STU1739,2026-04-07,Present,Present,Yes
2420,STU1740,2026-04-07,Absent,Absent,No
2421,STU1741,2026-04-07,Present,Present,Yes
2422,STU1742,2026-04-07,Present,Present,Yes
2423,STU1743,2026-04-07,Present,Present,Yes
2424,STU1744,2026-04-07,Present,Present,Yes
2425,STU1745,2026-04-07,Present,Present,Yes
2426,STU1746,2026-04-07,Present,Present,Yes
2427,STU1747,2026-04-07,Present,Present,Yes
2428,STU1748,2026-04-07,Present,Present,Yes
2429,STU1749,2026-04-07,Present,Absent,No
2430,STU1750,2026-04-07,Present,Present,Yes
2431,STU1751,2026-04-07,Present,Present,Yes
2432,STU1752,2026-04-07,Present,Present,Yes
2433,STU1753,2026-04-07,Present,Present,Yes
2434,STU1754,2026-04-07,Present,Present,Yes
2435,STU1755,2026-04-07,Present,Present,Yes
2436,STU1756,2026-04-07,Present,Present,Yes
2437,STU1757,2026-04-07,Present,Present,Yes
2438,STU1758,2026-04-07,Present,Present,Yes
2439,STU1759,2026-04-07,Present,Present,Yes
2440,STU1760,2026-04-07,Present,Present,Yes
2441,STU1761,2026-04-07,Present,Present,Yes
2442,STU1762,2026-04-07,Present,Present,Yes
2443,STU1763,2026-04-07,Present,Present,Yes
2444,STU1764,2026-04-07,Present,Present,Yes
2445,STU1765,2026-04-07,Present,Present,Yes
2446,STU1766,2026-04-07,Absent,Absent,No
2447,STU1767,2026-04-07,Present,Present,Yes
2448,STU1768,2026-04-07,Present,Present,Yes
2449,STU1769,2026-04-07,Present,Present,Yes
2450,STU1770,2026-04-07,Present,Present,Yes
2451,STU1771,2026-04-07,Present,Present,Yes
2452,STU1772,2026-04-07,Present,Present,Yes
2453,STU1773,2026-04-07,Present,Present,Yes
2454,STU1774,2026-04-07,Absent,Absent,No
2455,STU1775,2026-04-07,Present,Present,Yes
2456,STU1776,2026-04-07,Present,Present,Yes
2457,STU1777,2026-04-07,Present,Present,Yes
2458,STU1778,2026-04-07,Present,Present,Yes
2459,STU1779,2026-04-07,Present,Present,Yes
2460,STU1780,2026-04-07,Present,Present,Yes
2461,STU1781,2026-04-07,Present,Present,Yes
2462,STU1782,2026-04-07,Present,Present,Yes
2463,STU1783,2026-04-07,Present,Present,Yes
2464,STU1784,2026-04-07,Absent,Absent,No
2465,STU1785,2026-04-07,Late,Absent,No
2466,STU1786,2026-04-07,Present,Present,Yes
2467,STU1787,2026-04-07,Present,Present,Yes
2468,STU1788,2026-04-07,Present,Present,Yes
2469,STU1789,2026-04-07,Absent,Absent,No
2470,STU1790,2026-04-07,Present,Present,Yes
2471,STU1791,2026-04-07,Present,Present,Yes
2472,STU1792,2026-04-07,Present,Present,Yes
2473,STU1793,2026-04-07,Absent,Absent,No
2474,STU1794,2026-04-07,Present,Present,Yes
2475,STU1795,2026-04-07,Present,Present,Yes
2476,STU1796,2026-04-07,Present,Present,Yes
2477,STU1797,2026-04-07,Present,Present,Yes
2478,STU1798,2026-04-07,Present,Present,Yes
2479,STU1799,2026-04-07,Present,Present,Yes
2480,STU1800,2026-04-07,Present,Present,Yes
2481,STU1801,2026-04-07,Present,Present,Yes
2482,STU1802,2026-04-07,Present,Present,Yes
2483,STU1803,2026-04-07,Present,Present,Yes
2484,STU1804,2026-04-07,Present,Present,Yes
2485,STU1805,2026-04-07,Present,Present,Yes
2486,STU1806,2026-04-07,Present,Present,Yes
2487,STU1807,2026-04-07,Present,Present,Yes
2488,STU1808,2026-04-07,Present,Present,Yes
2489,STU1809,2026-04-07,Present,Present,Yes
2490,STU1810,2026-04-07,Present,Present,Yes
2491,STU1811,2026-04-07,Present,Present,Yes
2492,STU1812,2026-04-07,Present,Present,Yes
2493,STU1813,2026-04-07,Present,Present,Yes
2494,STU1814,2026-04-07,Present,Present,Yes
2495,STU1815,2026-04-07,Present,Present,Yes
2496,STU1816,2026-04-07,Present,Present,Yes
2497,STU1817,2026-04-07,Present,Present,Yes
2498,STU1818,2026-04-07,Present,Present,Yes
2499,STU1819,2026-04-07,Present,Present,Yes
2500,STU1820,2026-04-07,Present,Present,Yes
2501,STU1821,2026-04-07,Present,Present,Yes
2502,STU1822,2026-04-07,Present,Present,Yes
2503,STU1823,2026-04-07,Present,Present,Yes
2504,STU1824,2026-04-07,Present,Present,Yes
2505,STU1825,2026-04-07,Present,Present,Yes
2506,STU1826,2026-04-07,Present,Present,Yes
2507,STU1827,2026-04-07,Present,Present,Yes
2508,STU1828,2026-04-07,Present,Present,Yes
2509,STU1829,2026-04-07,Present,Present,Yes
2510,STU1830,2026-04-07,Present,Present,Yes
2511,STU1831,2026-04-07,Present,Present,Yes
2512,STU1832,2026-04-07,Present,Present,Yes
2513,STU1833,2026-04-07,Present,Present,Yes
2514,STU1834,2026-04-07,Present,Present,Yes
2515,STU1835,2026-04-07,Present,Present,Yes
2516,STU1836,2026-04-07,Present,Present,Yes
2517,STU1837,2026-04-07,Present,Absent,No
2518,STU1838,2026-04-07,Present,Absent,No
2519,STU1839,2026-04-07,Present,Present,Yes
2520,STU1840,2026-04-07,Present,Present,Yes
2521,STU1841,2026-04-07,Present,Present,Yes
2522,STU1842,2026-04-07,Present,Present,Yes
2523,STU1843,2026-04-07,Present,Present,Yes
2524,STU1844,2026-04-07,Present,Present,Yes
2525,STU1845,2026-04-07,Present,Present,Yes
2526,STU1846,2026-04-07,Absent,Absent,No
2527,STU1847,2026-04-07,Present,Present,Yes
2528,STU1848,2026-04-07,Present,Present,Yes
2529,STU1849,2026-04-07,Present,Present,Yes
2530,STU1850,2026-04-07,Present,Present,Yes
2531,STU1851,2026-04-07,Present,Present,Yes
2532,STU1852,2026-04-07,Present,Present,Yes
2533,STU1853,2026-04-07,Present,Present,Yes
2534,STU1854,2026-04-07,Present,Present,Yes
2535,STU1855,2026-04-07,Present,Present,Yes
2536,STU1856,2026-04-07,Present,Present,Yes
2537,STU1857,2026-04-07,Present,Present,Yes
2538,STU1858,2026-04-07,Present,Present,Yes
2539,STU1859,2026-04-07,Present,Present,Yes
2540,STU1860,2026-04-07,Present,Present,Yes
2541,STU1861,2026-04-07,Present,Present,Yes
2542,STU1862,2026-04-07,Present,Present,Yes
2543,STU1863,2026-04-07,Absent,Absent,No
2544,STU1864,2026-04-07,Present,Present,Yes
2545,STU1865,2026-04-07,Present,Present,Yes
2546,STU1866,2026-04-07,Present,Present,Yes
2547,STU1867,2026-04-07,Absent,Absent,No
2548,STU1868,2026-04-07,Present,Present,Yes
2549,STU1869,2026-04-07,Present,Present,Yes
2550,STU1870,2026-04-07,Present,Present,Yes
2551,STU1871,2026-04-07,Present,Present,Yes
2552,STU1872,2026-04-07,Present,Present,Yes
2553,STU1873,2026-04-07,Present,Present,Yes
2554,STU1874,2026-04-07,Present,Present,Yes
2555,STU1875,2026-04-07,Present,Present,Yes
2556,STU1876,2026-04-07,Absent,Absent,No
2557,STU1877,2026-04-07,Present,Present,Yes
2558,STU1878,2026-04-07,Present,Present,Yes
2559,STU1879,2026-04-07,Present,Present,Yes
2560,STU1880,2026-04-07,Present,Present,Yes
2561,STU1881,2026-04-07,Present,Absent,No
2562,STU1882,2026-04-07,Present,Present,Yes
2563,STU1883,2026-04-07,Present,Present,Yes
2564,STU1884,2026-04-07,Late,Absent,No
2565,STU1885,2026-04-07,Present,Present,Yes
2566,STU1886,2026-04-07,Present,Present,Yes
2567,STU1887,2026-04-07,Present,Present,Yes
2568,STU1888,2026-04-07,Present,Present,Yes
2569,STU1889,2026-04-07,Present,Present,Yes
2570,STU1890,2026-04-07,Present,Present,Yes
2571,STU1891,2026-04-07,Present,Present,Yes
2572,STU1892,2026-04-07,Present,Present,Yes
2573,STU1893,2026-04-07,Late,Absent,No
2574,STU1894,2026-04-07,Present,Present,Yes
2575,STU1895,2026-04-07,Present,Present,Yes
2576,STU1896,2026-04-07,Present,Present,Yes
2577,STU1897,2026-04-07,Present,Present,Yes
2578,STU1898,2026-04-07,Present,Present,Yes
2579,STU1899,2026-04-07,Present,Present,Yes
2580,STU1900,2026-04-07,Present,Present,Yes
2581,STU1901,2026-04-07,Present,Present,Yes
2582,STU1902,2026-04-07,Present,Present,Yes
2583,STU1903,2026-04-07,Present,Present,Yes
2584,STU1904,2026-04-07,Present,Present,Yes
2585,STU1905,2026-04-07,Present,Present,Yes
2586,STU1906,2026-04-07,Present,Present,Yes
2587,STU1907,2026-04-07,Present,Present,Yes
2588,STU1908,2026-04-07,Present,Present,Yes
2589,STU1909,2026-04-07,Present,Present,Yes
2590,STU1910,2026-04-07,Present,Present,Yes
2591,STU1911,2026-04-07,Present,Present,Yes
2592,STU1912,2026-04-07,Present,Present,Yes
2593,STU1913,2026-04-07,Present,Present,Yes
2594,STU1914,2026-04-07,Present,Present,Yes
2595,STU1915,2026-04-07,Present,Present,Yes
2596,STU1916,2026-04-07,Present,Present,Yes
2597,STU1917,2026-04-07,Present,Present,Yes
2598,STU1918,2026-04-07,Present,Present,Yes
2599,STU1919,2026-04-07,Present,Present,Yes
2600,STU1920,2026-04-07,Present,Present,Yes
2601,STU1921,2026-04-07,Present,Present,Yes
2602,STU1922,2026-04-07,Present,Present,Yes
2603,STU1923,2026-04-07,Present,Present,Yes
2604,STU1924,2026-04-07,Present,Present,Yes
2605,STU1925,2026-04-07,Present,Present,Yes
2606,STU1926,2026-04-07,Present,Present,Yes
2607,STU1927,2026-04-07,Present,Present,Yes
2608,STU1928,2026-04-07,Present,Present,Yes
2609,STU1929,2026-04-07,Present,Present,Yes
2610,STU1930,2026-04-07,Present,Present,Yes
2611,STU1931,2026-04-07,Present,Present,Yes
2612,STU1932,2026-04-07,Present,Present,Yes
2613,STU1933,2026-04-07,Present,Present,Yes
2614,STU1934,2026-04-07,Absent,Absent,No
2615,STU1935,2026-04-07,Present,Present,Yes
2616,STU1936,2026-04-07,Present,Present,Yes
2617,STU1937,2026-04-07,Absent,Absent,No
2618,STU1938,2026-04-07,Present,Present,Yes
2619,STU1939,2026-04-07,Present,Present,Yes
2620,STU1940,2026-04-07,Present,Present,Yes
2621,STU1941,2026-04-07,Present,Present,Yes
2622,STU1942,2026-04-07,Present,Present,Yes
2623,STU1943,2026-04-07,Present,Present,Yes
2624,STU1944,2026-04-07,Present,Present,Yes
2625,STU1945,2026-04-07,Present,Present,Yes
2626,STU1946,2026-04-07,Present,Present,Yes
2627,STU1947,2026-04-07,Present,Absent,No
2628,STU1948,2026-04-07,Present,Present,Yes
2629,STU1949,2026-04-07,Present,Present,Yes
2630,STU1950,2026-04-07,Present,Present,Yes
2631,STU1951,2026-04-07,Present,Present,Yes
2632,STU1952,2026-04-07,Present,Present,Yes
2633,STU1953,2026-04-07,Absent,Absent,No
2634,STU1954,2026-04-07,Present,Present,Yes
2635,STU1955,2026-04-07,Present,Present,Yes
2636,STU1956,2026-04-07,Present,Present,Yes
2637,STU1957,2026-04-07,Present,Present,Yes
2638,STU1958,2026-04-07,Present,Present,Yes
2639,STU1959,2026-04-07,Late,Absent,No
2640,STU1960,2026-04-07,Present,Absent,No
2641,STU1961,2026-04-07,Present,Present,Yes
2642,STU1962,2026-04-07,Present,Present,Yes
2643,STU1963,2026-04-07,Present,Present,Yes
2644,STU1964,2026-04-07,Present,Present,Yes
2645,STU1965,2026-04-07,Present,Present,Yes
2646,STU1966,2026-04-07,Present,Present,Yes
2647,STU1967,2026-04-07,Present,Present,Yes
2648,STU1968,2026-04-07,Present,Present,Yes
2649,STU1969,2026-04-07,Present,Present,Yes
2650,STU1970,2026-04-07,Present,Present,Yes
2651,STU1971,2026-04-07,Present,Present,Yes
2652,STU1972,2026-04-07,Present,Present,Yes
2653,STU1973,2026-04-07,Present,Present,Yes
2654,STU1974,2026-04-07,Present,Present,Yes
2655,STU1975,2026-04-07,Present,Present,Yes
2656,STU1976,2026-04-07,Present,Present,Yes
2657,STU1977,2026-04-07,Present,Present,Yes
2658,STU1978,2026-04-07,Present,Present,Yes
2659,STU1979,2026-04-07,Present,Present,Yes
2660,STU1980,2026-04-07,Present,Present,Yes
2661,STU1981,2026-04-07,Present,Present,Yes
2662,STU1982,2026-04-07,Present,Present,Yes
2663,STU1983,2026-04-07,Present,Absent,No
2664,STU1984,2026-04-07,Absent,Absent,No
2665,STU1985,2026-04-07,Present,Present,Yes
2666,STU1986,2026-04-07,Present,Present,Yes
2667,STU1987,2026-04-07,Present,Present,Yes
2668,STU1988,2026-04-07,Present,Present,Yes
2669,STU1989,2026-04-07,Present,Present,Yes
2670,STU1990,2026-04-07,Present,Present,Yes
2671,STU1991,2026-04-07,Present,Present,Yes
2672,STU1992,2026-04-07,Present,Present,Yes
2673,STU1993,2026-04-07,Present,Present,Yes
2674,STU1994,2026-04-07,Present,Absent,No
2675,STU1995,2026-04-07,Present,Present,Yes
2676,STU1996,2026-04-07,Present,Present,Yes
2677,STU1997,2026-04-07,Present,Present,Yes
2678,STU1998,2026-04-07,Present,Present,Yes
2679,STU1999,2026-04-07,Present,Present,Yes
2680,STU2000,2026-04-07,Present,Present,Yes
2681,STU2001,2026-04-07,Present,Present,Yes
2682,STU2002,2026-04-07,Present,Present,Yes
2683,STU2003,2026-04-07,Present,Present,Yes
2684,STU2004,2026-04-07,Present,Present,Yes
2685,STU2005,2026-04-07,Present,Present,Yes
2686,STU2006,2026-04-07,Present,Present,Yes
2687,STU2007,2026-04-07,Present,Present,Yes
2688,STU2008,2026-04-07,Present,Present,Yes
2689,STU2009,2026-04-07,Present,Present,Yes
2690,STU2010,2026-04-07,Present,Present,Yes
2691,STU2011,2026-04-07,Absent,Absent,No
2692,STU2012,2026-04-07,Present,Present,Yes
2693,STU2013,2026-04-07,Present,Present,Yes
2694,STU2014,2026-04-07,Present,Present,Yes
2695,STU2015,2026-04-07,Present,Present,Yes
2696,STU2016,2026-04-07,Present,Present,Yes
2697,STU2017,2026-04-07,Present,Present,Yes
2698,STU2018,2026-04-07,Present,Present,Yes
2699,STU2019,2026-04-07,Present,Present,Yes
2700,STU2020,2026-04-07,Present,Present,Yes
2701,STU2021,2026-04-07,Present,Absent,No
2702,STU2022,2026-04-07,Present,Present,Yes
2703,STU2023,2026-04-07,Present,Present,Yes
2704,STU2024,2026-04-07,Absent,Absent,No
2705,STU2025,2026-04-07,Present,Present,Yes
2706,STU2026,2026-04-07,Present,Present,Yes
2707,STU2027,2026-04-07,Present,Present,Yes
2708,STU2028,2026-04-07,Present,Present,Yes
2709,STU2029,2026-04-07,Present,Present,Yes
2710,STU2030,2026-04-07,Present,Present,Yes
2711,STU2031,2026-04-07,Absent,Absent,No
2712,STU2032,2026-04-07,Present,Present,Yes
2713,STU2033,2026-04-07,Absent,Absent,No
2714,STU2034,2026-04-07,Present,Present,Yes
2715,STU2035,2026-04-07,Present,Present,Yes
2716,STU2036,2026-04-07,Present,Present,Yes
2717,STU2037,2026-04-07,Present,Present,Yes
2718,STU2038,2026-04-07,Present,Present,Yes
2719,STU2039,2026-04-07,Present,Present,Yes
2720,STU2040,2026-04-07,Present,Present,Yes
2721,STU2041,2026-04-07,Present,Present,Yes
2722,STU2042,2026-04-07,Present,Present,Yes
2723,STU2043,2026-04-07,Present,Present,Yes
2724,STU2044,2026-04-07,Late,Absent,No
2725,STU2045,2026-04-07,Present,Present,Yes
2726,STU2046,2026-04-07,Present,Present,Yes
2727,STU2047,2026-04-07,Present,Present,Yes
2728,STU2048,2026-04-07,Present,Present,Yes
2729,STU2049,2026-04-07,Present,Present,Yes
2730,STU2050,2026-04-07,Present,Present,Yes
2731,STU2051,2026-04-07,Present,Present,Yes
2732,STU2052,2026-04-07,Present,Present,Yes
2733,STU2053,2026-04-07,Late,Absent,No
2734,STU2054,2026-04-07,Present,Present,Yes
2735,STU2055,2026-04-07,Present,Present,Yes
2736,STU2056,2026-04-07,Present,Present,Yes
2737,STU2057,2026-04-07,Present,Absent,No
2738,STU2058,2026-04-07,Present,Present,Yes
2739,STU2059,2026-04-07,Present,Present,Yes
2740,STU2060,2026-04-07,Present,Present,Yes
2741,STU2061,2026-04-07,Present,Present,Yes
2742,STU2062,2026-04-07,Absent,Absent,No
2743,STU2063,2026-04-07,Present,Present,Yes
2744,STU2064,2026-04-07,Present,Present,Yes
2745,STU2065,2026-04-07,Late,Absent,No
2746,STU2066,2026-04-07,Present,Absent,No
2747,STU2067,2026-04-07,Present,Present,Yes
2748,STU2068,2026-04-07,Absent,Absent,No
2749,STU2069,2026-04-07,Present,Present,Yes
2750,STU2070,2026-04-07,Present,Present,Yes
2751,STU2071,2026-04-07,Present,Present,Yes
2752,STU2072,2026-04-07,Present,Present,Yes
2753,STU2073,2026-04-07,Present,Absent,No
2754,STU2074,2026-04-07,Present,Present,Yes
2755,STU2075,2026-04-07,Present,Present,Yes
2756,STU2076,2026-04-07,Present,Present,Yes
2757,STU2077,2026-04-07,Present,Present,Yes
2758,STU2078,2026-04-07,Present,Present,Yes
2759,STU2079,2026-04-07,Present,Absent,No
2760,STU2080,2026-04-07,Present,Present,Yes
2761,STU2081,2026-04-07,Present,Present,Yes
2762,STU2082,2026-04-07,Present,Present,Yes
2763,STU2083,2026-04-07,Present,Present,Yes
2764,STU2084,2026-04-07,Present,Present,Yes
2765,STU2085,2026-04-07,Present,Present,Yes
2766,STU2086,2026-04-07,Present,Present,Yes
2767,STU2087,2026-04-07,Present,Present,Yes
2768,STU2088,2026-04-07,Present,Present,Yes
2769,STU2089,2026-04-07,Present,Present,Yes
2770,STU2090,2026-04-07,Present,Present,Yes
2771,STU2091,2026-04-07,Present,Present,Yes
2772,STU2092,2026-04-07,Present,Present,Yes
2773,STU2093,2026-04-07,Present,Absent,No
2774,STU2094,2026-04-07,Present,Present,Yes
2775,STU2095,2026-04-07,Present,Present,Yes
2776,STU2096,2026-04-07,Present,Present,Yes
2777,STU2097,2026-04-07,Present,Present,Yes
2778,STU2098,2026-04-07,Present,Present,Yes
2779,STU2099,2026-04-07,Present,Present,Yes
2780,STU2100,2026-04-07,Late,Absent,No
2781,STU2101,2026-04-07,Present,Present,Yes
2782,STU2102,2026-04-07,Present,Present,Yes
2783,STU2103,2026-04-07,Present,Present,Yes
2784,STU2104,2026-04-07,Present,Present,Yes
2785,STU2105,2026-04-07,Absent,Absent,No
2786,STU2106,2026-04-07,Present,Present,Yes
2787,STU2107,2026-04-07,Present,Present,Yes
2788,STU2108,2026-04-07,Present,Present,Yes
2789,STU2109,2026-04-07,Present,Present,Yes
2790,STU2110,2026-04-07,Present,Present,Yes
2791,STU2111,2026-04-07,Present,Present,Yes
2792,STU2112,2026-04-07,Present,Present,Yes
